id,Tweet,time,Opinion
4571,"Downloaded and set up. Easy to use. 
CovidTracker 
",Tue Jul 07 09:46:46 +0000 2020,Positive
4572,@Robcass78: Waterford &amp; South East; we're the safest county &amp; region for Covid. Now let's keep it that way &amp; help keep our communities s…,Tue Jul 07 09:46:42 +0000 2020,Neutral
4573,"I downloaded the CovidTracker app thingy, can't do any harm. Google and God knows who else is tracking me anyways.… ",Tue Jul 07 09:46:26 +0000 2020,Neutral
4574,@killianbyrne: The data protection side of things in the CovidTracker app seems pretty rock solid. People cleverer than I seem to have…,Tue Jul 07 09:45:46 +0000 2020,Neutral
4575,"@FineGael: Things to do this morning:

✅ Cup of tea or coffee
✅ Start your day
✅ Download the CovidTracker app

Find out more: ",Tue Jul 07 09:45:14 +0000 2020,Positive
4576,Just downloaded the covidtracker app. Please consider doing this. Another tool to allow us get back to a safer new… ,Tue Jul 07 09:44:37 +0000 2020,Neutral
4577,Please download to help the fight against COVID19 CovidTracker ,Tue Jul 07 09:44:20 +0000 2020,Neutral
4578,downloaded the CovidTracker and immediately started coughing.  Stupid poxy Asthma,Tue Jul 07 09:44:19 +0000 2020,Very Negative
4579,"@kencurtin: In the least surprising news ever most of the sane, sensible people I follow on here seem to have already downloaded CovidT…",Tue Jul 07 09:44:18 +0000 2020,Positive
4580,@MicheleTait1: Almost 17k already checked in today CovidTracker with 99% feeling good. Download the app &amp; help improve contact tracing.…,Tue Jul 07 09:44:17 +0000 2020,Positive
4581,"@rickoshea: Before I download the CovidTracker app (and to be clear if this is in any way helpful, I want to do this) tell me privacy c…",Tue Jul 07 09:44:13 +0000 2020,Neutral
4582,"@VishGain: Just a heads-up: if you are using Twitter, you are already sharing more information with an app than the HSE's CovidTracker…",Tue Jul 07 09:42:46 +0000 2020,Positive
4583,"I’ve just installed app, do it now please. CovidTracker  ",Tue Jul 07 09:42:34 +0000 2020,Neutral
4584,@MicheleTait1: Almost 17k already checked in today CovidTracker with 99% feeling good. Download the app &amp; help improve contact tracing.…,Tue Jul 07 09:42:24 +0000 2020,Positive
4585,"@pohara: Over 200,000 people already on contact tracking app in Ireland. The more who download it, the more effective it will be in slow…",Tue Jul 07 09:42:02 +0000 2020,Positive
4586,"The Covidtracker app launched today. 

You can download it from your app store or at ",Tue Jul 07 09:41:52 +0000 2020,Neutral
4587,"@NearForm: We’re delighted to have helped @HSELive and @roinnslainte build the CovidTracker Ireland app, and to play a part in Ireland’…",Tue Jul 07 09:41:44 +0000 2020,Positive
4588,@ccferrie: The CovidTrackerIreland app will only be effective if there is widespread take up. Please consider downloading it to your ph…,Tue Jul 07 09:41:37 +0000 2020,Positive
4589,@killianbyrne: The data protection side of things in the CovidTracker app seems pretty rock solid. People cleverer than I seem to have…,Tue Jul 07 09:41:32 +0000 2020,Neutral
4590,@kencurtin: Take it as read you already have apps on your phone that have far more access to your data than CovidTracker does. This is…,Tue Jul 07 09:41:19 +0000 2020,Positive
4591,"@FineGael: Things to do this morning:

✅ Cup of tea or coffee
✅ Start your day
✅ Download the CovidTracker app

Find out more: ",Tue Jul 07 09:40:55 +0000 2020,Positive
4592,"@pohara: Over 200,000 people already on contact tracking app in Ireland. The more who download it, the more effective it will be in slow…",Tue Jul 07 09:40:37 +0000 2020,Positive
4593,The ONLY excuse for anyone not to do this is that they don’t have a smart phone - get on it people! CovidTracker  ,Tue Jul 07 09:40:25 +0000 2020,Neutral
4594,Are Irish celebs being paid to promote the new CovidTracker ?,Tue Jul 07 09:40:10 +0000 2020,Neutral
4595,"@jpswaine: Folks, I downloaded the HSE Covid Tracker app this morning to support COVID19 contract tracing efforts. It's a really easy w…",Tue Jul 07 09:40:08 +0000 2020,Positive
4596,covidtracker hselive covid19 COVIDー19 hse,Tue Jul 07 09:40:05 +0000 2020,Neutral
4597,They should make virus tests and antibodies tests available to everyone if they really want to know what is going o… ,Tue Jul 07 09:40:05 +0000 2020,Positive
4598,"@NearForm: We’re delighted to have helped @HSELive and @roinnslainte build the CovidTracker Ireland app, and to play a part in Ireland’…",Tue Jul 07 09:39:54 +0000 2020,Positive
4599,@buzzoneill Anyone who is worried about the app can see the source code at ,Tue Jul 07 09:39:42 +0000 2020,Neutral
4600,@ASteiner @UNDPClimate @UNDP @GermanyUN Were is avec @UNSMILibya @nytimes When After CovidTracker Up bitsh of… ,Tue Jul 07 09:39:30 +0000 2020,Neutral
4601,"@GraingerAnna: Remember to download Ireland's CovidTracker ContactTracing App here👇 
",Tue Jul 07 09:39:24 +0000 2020,Neutral
4602,@MicheleTait1: Almost 17k already checked in today CovidTracker with 99% feeling good. Download the app &amp; help improve contact tracing.…,Tue Jul 07 09:39:21 +0000 2020,Positive
4603,"@diarmuidtorney: The @HSELive CovidTracker app is live from today. Download it to help keep everyone safe.

",Tue Jul 07 09:39:03 +0000 2020,Positive
4604,"Download it today, it’s effectiveness depends on widespread uptake. protecteachother CovidTracker ",Tue Jul 07 09:38:57 +0000 2020,Neutral
4605,"Just a heads-up: if you are using Twitter, you are already sharing more information with an app than the HSE's… ",Tue Jul 07 09:38:54 +0000 2020,Positive
4606,@HuaweiMobileUK Can you provide any info on how or when you will update this? I want to use the Irish CovidTracker… ,Tue Jul 07 09:38:29 +0000 2020,Neutral
4607,"@CarrollJennifer: The new Covid-19 tracker app is available for download today! 📲 

 CovidTracker ",Tue Jul 07 09:38:07 +0000 2020,Positive
4608,@rodericogorman: The @HSELive CovidTracker app is live from today. Download it to help keep us all more safe. dubw ,Tue Jul 07 09:38:00 +0000 2020,Positive
4609,Here for all your CovidTracker tech issues🤣 ,Tue Jul 07 09:37:52 +0000 2020,Neutral
4610,"Should Barry Cowen resign as Minister for Agriculture and the Marine? 
BarryCowen CovidTracker COVID19 COVIDー19 COVID19ireland",Tue Jul 07 09:37:32 +0000 2020,Neutral
4611,@rodericogorman: The @HSELive CovidTracker app is live from today. Download it to help keep us all more safe. dubw ,Tue Jul 07 09:36:50 +0000 2020,Positive
4612,"@KildareGAA: The Covid Tracker app is now available. Great initiative by @HSELive. 

Download the app today ⬇️
 ",Tue Jul 07 09:36:33 +0000 2020,Positive
4613,@saoltagroup: COVID Tracker is a free mobile phone app and is available to download now. It will help us to protect each other and help…,Tue Jul 07 09:36:12 +0000 2020,Neutral
4614,COVID Tracker is a free mobile phone app and is available to download now. It will help us to protect each other an… ,Tue Jul 07 09:35:49 +0000 2020,Neutral
4615,"@akellyucc: Downloaded and set up, very easy, and a very nicely laid out and clear app interface too.  If it saves one life, it’s worth…",Tue Jul 07 09:35:10 +0000 2020,Positive
4616,@kencurtin: Take it as read you already have apps on your phone that have far more access to your data than CovidTracker does. This is…,Tue Jul 07 09:35:09 +0000 2020,Positive
4617,@rodericogorman: The @HSELive CovidTracker app is live from today. Download it to help keep us all more safe. dubw ,Tue Jul 07 09:35:06 +0000 2020,Positive
4618,@Dublin_Gunner: Thankfully the scaremongering isn’t working. Get the app people. covid19ireland CovidTrackerIreland CovidTracker @roi…,Tue Jul 07 09:34:56 +0000 2020,Neutral
4619,"@bhickey156: Lads unless ur a mastermind crinimal on the run , I'm pretty sure its ok  to  download the covid  app . Ur location isn't t…",Tue Jul 07 09:34:49 +0000 2020,Positive
4620,A lot of uptake so far on Irelands Covid tracker. Unfortunately it can't be used on an older model phone that doesn… ,Tue Jul 07 09:34:36 +0000 2020,Neutral
4621,@rodericogorman: The @HSELive CovidTracker app is live from today. Download it to help keep us all more safe. dubw ,Tue Jul 07 09:34:32 +0000 2020,Positive
4622,"@NearForm: We’re delighted to have helped @HSELive and @roinnslainte build the CovidTracker Ireland app, and to play a part in Ireland’…",Tue Jul 07 09:34:20 +0000 2020,Positive
4623,Just downloaded the covidtracker as Google already knows everything about me. And I have nothing to hide anyway. ,Tue Jul 07 09:34:18 +0000 2020,Neutral
4624,"@NicolaMCassidy: I've installed the CovidTracker app.
@HSELive @PeopleofHSE @HsehealthW
 ",Tue Jul 07 09:34:15 +0000 2020,Neutral
4625,"@HavenIrl: The new COVIDTracker App from @HSELive is now available to download. It will help in the fight against coronavirus 

You ca…",Tue Jul 07 09:33:59 +0000 2020,Positive
4626,"@CommHealthMW: Download the CovidTracker app to:
•Get an alert if you have been in close contact with someone who tests positive for C…",Tue Jul 07 09:33:06 +0000 2020,Neutral
4627,@thismorning NOT ALL PUBS TAKE YOUR DETAILS my daughter works in one that is not taking customer details CovidTracker,Tue Jul 07 09:32:48 +0000 2020,Neutral
4628,I have an issue to install as my google play store is set up for Brazil and have been trying to change to Ireland… ,Tue Jul 07 09:32:32 +0000 2020,Neutral
4629,@Costellop I have an issue to install as my google play store is set up for Brazil and have been trying to change… ,Tue Jul 07 09:32:23 +0000 2020,Neutral
4630,"Over 200,000 people already on contact tracking app in Ireland. The more who download it, the more effective it wil… ",Tue Jul 07 09:32:01 +0000 2020,Positive
4631,"Downloaded and set up, very easy, and a very nicely laid out and clear app interface too.  If it saves one life, it… ",Tue Jul 07 09:31:16 +0000 2020,Positive
4632,Covid Tracker App - I'm In...  Did my first checkin... Well done @HSELive - let's beat this thing &amp; get back to liv… ,Tue Jul 07 09:31:02 +0000 2020,Neutral
4633,The new COVIDTracker App from @HSELive is now available to download. It will help in the fight against… ,Tue Jul 07 09:30:54 +0000 2020,Positive
4634,Really good point. I have the CovidTracker Ap and trust the government will use my data to safe lives. ,Tue Jul 07 09:30:51 +0000 2020,Positive
4635,"@Jocser99: Like most of us in 2020, I wilfully forego my data privacy for apps and services with much less social value. We need to thin…",Tue Jul 07 09:30:29 +0000 2020,Neutral
4636,"@FineGael: Things to do this morning:

✅ Cup of tea or coffee
✅ Start your day
✅ Download the CovidTracker app

Find out more: ",Tue Jul 07 09:29:58 +0000 2020,Positive
4637,@ShaneBeattyNews it needs Bluetooth always on and I’d be inclined to think a lot of people keep Bluetooth switched off 🤔CovidTracker,Tue Jul 07 09:29:56 +0000 2020,Neutral
4638,"Interesting times indeed, so this Oldman with all the cash them dey run still dey thief we eiii Blackman never go b… ",Tue Jul 07 09:29:37 +0000 2020,Positive
4639,"@diarmuidtorney: The @HSELive CovidTracker app is live from today. Download it to help keep everyone safe.

",Tue Jul 07 09:29:28 +0000 2020,Positive
4640,"@TheKavOfficial: Just downloaded the CovidTracker
I hear a lot of concerns about this, but for me none of them outweigh the potential b…",Tue Jul 07 09:29:23 +0000 2020,Neutral
4641,@MicheleTait1 @HSELive the CovidTracker now has over 200K downloads since your post. 👍,Tue Jul 07 09:29:18 +0000 2020,Neutral
4642,"@Jimdee6: You have to admire the tin foil hats ""they are not getting my data"" as they log in to Twitter to  let us all know 🤔CovidTrack…",Tue Jul 07 09:28:06 +0000 2020,Neutral
4643,@killianbyrne: The data protection side of things in the CovidTracker app seems pretty rock solid. People cleverer than I seem to have…,Tue Jul 07 09:27:46 +0000 2020,Neutral
4644,"And here we have, the humble Paddy CovidTracker ",Tue Jul 07 09:27:12 +0000 2020,Neutral
4645,It's great to see a Waterford company @NearForm involved in the development of the CovidTracker app for Ireland. D… ,Tue Jul 07 09:27:04 +0000 2020,Very Positive
4646,Download the CovidTracker app today and keep washing your hands ,Tue Jul 07 09:26:59 +0000 2020,Neutral
4647,@niallohara: Privacy concerns eh... CovidTracker @PatKennyNT ,Tue Jul 07 09:26:22 +0000 2020,Neutral
4648,@kencurtin: Take it as read you already have apps on your phone that have far more access to your data than CovidTracker does. This is…,Tue Jul 07 09:25:16 +0000 2020,Positive
4649,"There is no excuse in my eyes not to have this app active on your phone.
CovidTracker ",Tue Jul 07 09:25:14 +0000 2020,Neutral
4650,@ProfTomCotter: Just uploaded covid19 tracking app.  Very easy to do and use.   Will help in our battle against this nasty  RNA virus. P…,Tue Jul 07 09:24:57 +0000 2020,Neutral
4651,@MU__SSI: Seeing as covidtracker is trending with the launch of the new app in Ireland it might be a good time to check out this video…,Tue Jul 07 09:24:54 +0000 2020,Positive
4652,Thankfully the scaremongering isn’t working. Get the app people. covid19ireland CovidTrackerIreland CovidTracker… ,Tue Jul 07 09:23:57 +0000 2020,Neutral
4653,@Robcass78: Waterford &amp; South East; we're the safest county &amp; region for Covid. Now let's keep it that way &amp; help keep our communities s…,Tue Jul 07 09:23:47 +0000 2020,Neutral
4654,"@JP_Cork: On CorkToday @C103Cork 

🟣 State has failed to honour its commitment to give victims of child sexual abuse in schools access…",Tue Jul 07 09:23:20 +0000 2020,Neutral
4655,"Before I download the CovidTracker and tell the kids to do the same, I thought I'd ask you @dermotcasey for your best take on it. thanks",Tue Jul 07 09:22:33 +0000 2020,Positive
4656,"@NearForm: We’re delighted to have helped @HSELive and @roinnslainte build the CovidTracker Ireland app, and to play a part in Ireland’…",Tue Jul 07 09:22:27 +0000 2020,Positive
4657,"I'm counting on a collective response to regain our individual freedoms. 
CovidTracker
HSE 
Ireland… ",Tue Jul 07 09:22:10 +0000 2020,Neutral
4658,"Lads unless ur a mastermind crinimal on the run , I'm pretty sure its ok  to  download the covid  app . Ur location… ",Tue Jul 07 09:22:04 +0000 2020,Positive
4659,"@Edillonleetch: Good to ge able to see these stats on @HSELive CovidTracker , let’s hope as many ppl as possible download so that we ca…",Tue Jul 07 09:21:48 +0000 2020,Positive
4660,"@EmergTechEthics: This is interesting, @ICCLtweet doesn’t recommend Ireland’s new COVIDー19 CovidTracker app 

privacy privacybydesi…",Tue Jul 07 09:21:23 +0000 2020,Positive
4661,Anyone? CovidTracker ,Tue Jul 07 09:21:20 +0000 2020,Neutral
4662,@lieabh: Here is something else we can do ! download the CovidTracker app. This is another really important step  in our national effor…,Tue Jul 07 09:21:03 +0000 2020,Positive
4663,@rodericogorman: The @HSELive CovidTracker app is live from today. Download it to help keep us all more safe. dubw ,Tue Jul 07 09:20:52 +0000 2020,Positive
4664,💪🏻💪🏻👌🏻👌🏻 give it a download download CovidTracker HSE ,Tue Jul 07 09:20:27 +0000 2020,Neutral
4665,"@CommHealthMW: Download the CovidTracker app to:
•Get an alert if you have been in close contact with someone who tests positive for C…",Tue Jul 07 09:20:19 +0000 2020,Neutral
4666,"@FineGael: Things to do this morning:

✅ Cup of tea or coffee
✅ Start your day
✅ Download the CovidTracker app

Find out more: ",Tue Jul 07 09:20:18 +0000 2020,Positive
4667,If .@HSELive and NPHET are so concerned about int’l travelers bringing COVIDー19 into Ireland why is the new… ,Tue Jul 07 09:19:59 +0000 2020,Neutral
4668,"@NearForm: We’re delighted to have helped @HSELive and @roinnslainte build the CovidTracker Ireland app, and to play a part in Ireland’…",Tue Jul 07 09:19:58 +0000 2020,Positive
4669,"Close down schools ASAP - Minority tells @NAkufoAddo 
COVID19 
COVID19Ghana 
CovidTracker ",Tue Jul 07 09:19:51 +0000 2020,Neutral
4670,"Download the CovidTracker app to:
•Get an alert if you have been in close contact with someone who tests positive… ",Tue Jul 07 09:19:35 +0000 2020,Neutral
4671,@neurobeaumontNS: We have downloaded and checked into the @HSELive CovidTracker. @Beaumont_Dublin @MarkeyFiona ,Tue Jul 07 09:19:11 +0000 2020,Neutral
4672,@lieabh: Here is something else we can do ! download the CovidTracker app. This is another really important step  in our national effor…,Tue Jul 07 09:18:35 +0000 2020,Positive
4673,@niallohara: Privacy concerns eh... CovidTracker @PatKennyNT ,Tue Jul 07 09:18:30 +0000 2020,Neutral
4674,@MicheleTait1: Almost 17k already checked in today CovidTracker with 99% feeling good. Download the app &amp; help improve contact tracing.…,Tue Jul 07 09:18:18 +0000 2020,Positive
4675,@rfwalsh86: Can't see the CovidTracker working considering it requires the majority of people to sign up/download it. Can fully underst…,Tue Jul 07 09:18:10 +0000 2020,Neutral
4676,Seeing as covidtracker is trending with the launch of the new app in Ireland it might be a good time to check out… ,Tue Jul 07 09:17:42 +0000 2020,Positive
4677,"@NearForm: We’re delighted to have helped @HSELive and @roinnslainte build the CovidTracker Ireland app, and to play a part in Ireland’…",Tue Jul 07 09:17:40 +0000 2020,Positive
4678,🤟🤟🤟🤟 Download CovidTracker ,Tue Jul 07 09:17:27 +0000 2020,Neutral
4679,"It’s simple. It’s straightforward.
It only takes 2 minutes and will help save lives. CovidApp 
Do your bit. Downlo… ",Tue Jul 07 09:16:54 +0000 2020,Neutral
4680,@rodericogorman: The @HSELive CovidTracker app is live from today. Download it to help keep us all more safe. dubw ,Tue Jul 07 09:16:48 +0000 2020,Positive
4681,"You have to admire the tin foil hats ""they are not getting my data"" as they log in to Twitter to  let us all know 🤔CovidTracker",Tue Jul 07 09:16:24 +0000 2020,Neutral
4682,Can't see the CovidTracker working considering it requires the majority of people to sign up/download it. Can full… ,Tue Jul 07 09:16:24 +0000 2020,Neutral
4683,"@DavidTOMahony: Downloaded the CovidTracker app. Yes it’s giving info to the Govt, but it’s reassuring to know that when Covid is beate…",Tue Jul 07 09:16:23 +0000 2020,Neutral
4684,,Tue Jul 07 09:16:21 +0000 2020,Neutral
4685,"I've installed the CovidTracker app.
@HSELive @PeopleofHSE @HsehealthW
 ",Tue Jul 07 09:15:42 +0000 2020,Neutral
4686,"@EmergTechEthics: This is interesting, @ICCLtweet doesn’t recommend Ireland’s new COVIDー19 CovidTracker app 

privacy privacybydesi…",Tue Jul 07 09:15:39 +0000 2020,Positive
4687,"This is interesting, @ICCLtweet doesn’t recommend Ireland’s new COVIDー19 CovidTracker app 

privacy… ",Tue Jul 07 09:15:21 +0000 2020,Positive
4688,@rodericogorman: The @HSELive CovidTracker app is live from today. Download it to help keep us all more safe. dubw ,Tue Jul 07 09:15:18 +0000 2020,Positive
4689,Anybody else getting this message? Using an iPad. CovidTracker ,Tue Jul 07 09:14:57 +0000 2020,Neutral
4690,@kencurtin: Take it as read you already have apps on your phone that have far more access to your data than CovidTracker does. This is…,Tue Jul 07 09:14:48 +0000 2020,Positive
4691,@niallohara: Privacy concerns eh... CovidTracker @PatKennyNT ,Tue Jul 07 09:14:46 +0000 2020,Neutral
4692,"@NearForm: We’re delighted to have helped @HSELive and @roinnslainte build the CovidTracker Ireland app, and to play a part in Ireland’…",Tue Jul 07 09:14:44 +0000 2020,Positive
4693,Don't forget to download and register on the CovidTracker app. ,Tue Jul 07 09:14:39 +0000 2020,Neutral
4694,Lots of holes identified in the @HSELive CovidTracker by the ICCL and DRI who give it a C+ grade. Hopefully these… ,Tue Jul 07 09:14:38 +0000 2020,Neutral
4695,"@DavidTOMahony: Downloaded the CovidTracker app. Yes it’s giving info to the Govt, but it’s reassuring to know that when Covid is beate…",Tue Jul 07 09:14:17 +0000 2020,Neutral
4696,This is easy to use anyway CovidTracker ,Tue Jul 07 09:14:08 +0000 2020,Positive
4697,"Before I download the CovidTracker app (and to be clear if this is in any way helpful, I want to do this) tell me… ",Tue Jul 07 09:14:02 +0000 2020,Neutral
4698,@Shane_Mangan: The new covidtracker app is very easy to use. Download it and help slow the spread of COVID-19. Ireland irelandscovidb…,Tue Jul 07 09:14:00 +0000 2020,Neutral
4699,"Cancelled holiday to Portugal 
Downloaded CovidTracker app
Watched the rain on the window

Not the summer I was planning 
🙁",Tue Jul 07 09:13:43 +0000 2020,Neutral
4700,"@CarrollJennifer: The new Covid-19 tracker app is available for download today! 📲 

 CovidTracker ",Tue Jul 07 09:13:42 +0000 2020,Positive
4701,some bus CovidTracker ,Tue Jul 07 09:13:28 +0000 2020,Neutral
4702,@rodericogorman: The @HSELive CovidTracker app is live from today. Download it to help keep us all more safe. dubw ,Tue Jul 07 09:13:15 +0000 2020,Positive
4703,Congrats to the @HSELive and @NearForm teams on CovidTracker. Great to see it finally out. Fantastic concept and g… ,Tue Jul 07 09:12:41 +0000 2020,Positive
4704,"@psychpolis: Install CovidTracker whatever it takes  to keep people safe, well &amp; alive ",Tue Jul 07 09:12:14 +0000 2020,Positive
4705,"The new hse CovidTracker COVIDapp is live 
",Tue Jul 07 09:12:10 +0000 2020,Neutral
4706,"CovidTracker “oh but the privacy issue” says Karen who uploads pics of kids publicly on Facebook, has given 5 soci… ",Tue Jul 07 09:11:42 +0000 2020,Neutral
4707,"@GraingerAnna: Remember to download Ireland's CovidTracker ContactTracing App here👇 
",Tue Jul 07 09:11:16 +0000 2020,Neutral
4708,"In the words of the bald guy out of Top Gun, Get on it!! covidtracker ",Tue Jul 07 09:11:06 +0000 2020,Very Positive
4709,Irish Council for Civil Liberties not recommending the CovidTracker . ,Tue Jul 07 09:10:55 +0000 2020,Neutral
4710,"What, she caught the China Rona while wearing a mask that was supposed to protect her?

Covid CovidTracker… ",Tue Jul 07 09:10:46 +0000 2020,Neutral
4711,lets help out by downloading the CovidTracker app --&gt; ,Tue Jul 07 09:10:27 +0000 2020,Neutral
4712,Spain is case and point unless you mass test you cannot trust an app to tell you who is asymthomatic. Be careful ab… ,Tue Jul 07 09:10:25 +0000 2020,Neutral
4713,Covid App installed &amp; daily check in completed CovidTracker,Tue Jul 07 09:10:05 +0000 2020,Neutral
4714,"Good to ge able to see these stats on @HSELive CovidTracker , let’s hope as many ppl as possible download so that… ",Tue Jul 07 09:09:51 +0000 2020,Positive
4715,@CosgraveGraham: Just downloaded CovidTracker . Totally harmless and totally helpful! Do your part to help fight the spread of covid.…,Tue Jul 07 09:09:37 +0000 2020,Neutral
4716,It’s mad that all of Ireland will potentially be on one app.. chat function or DM to be enabled next 😂😂… ,Tue Jul 07 09:09:33 +0000 2020,Neutral
4717,"Given that foreign travel is now the greatest risk of infection, will we be insisting that inbound and returning tr… ",Tue Jul 07 09:09:26 +0000 2020,Positive
4718,@niallohara: Privacy concerns eh... CovidTracker @PatKennyNT ,Tue Jul 07 09:09:15 +0000 2020,Neutral
4719,"The new Covid-19 tracker app is available for download today! 📲 

 CovidTracker ",Tue Jul 07 09:09:04 +0000 2020,Positive
4720,Waterford &amp; South East; we're the safest county &amp; region for Covid. Now let's keep it that way &amp; help keep our comm… ,Tue Jul 07 09:09:03 +0000 2020,Neutral
4721,Join COVIDTracker Ireland to fight against COVID-19 ,Tue Jul 07 09:08:12 +0000 2020,Neutral
4722,"I'm in
CovidTracker

",Tue Jul 07 09:08:10 +0000 2020,Neutral
4723,@lieabh: Here is something else we can do ! download the CovidTracker app. This is another really important step  in our national effor…,Tue Jul 07 09:08:05 +0000 2020,Positive
4724,Join COVIDTracker Ireland to fight against COVID-19 ,Tue Jul 07 09:07:49 +0000 2020,Neutral
4725,Join COVIDTracker Ireland to fight against COVID-19 ,Tue Jul 07 09:07:38 +0000 2020,Neutral
4726,"Despite the fact I’ve hardly left Malahide since March, I put this on my phone today. You can too. KeepIrelandSafe… ",Tue Jul 07 09:07:30 +0000 2020,Neutral
4727,"The @HSELive has launched a Covid-19 tracker app, which will help identify close contacts… ",Tue Jul 07 09:07:22 +0000 2020,Neutral
4728,"So I want to download CovidTracker but can’t - website says it’s for residents and visitors to Ireland, but I live… ",Tue Jul 07 09:07:19 +0000 2020,Neutral
4729,"Downloaded the CovidTracker app. Yes it’s giving info to the Govt, but it’s reassuring to know that when Covid is… ",Tue Jul 07 09:07:15 +0000 2020,Neutral
4730,@ElsaidSaid: Join COVIDTracker Ireland to fight against COVID-19 ,Tue Jul 07 09:06:53 +0000 2020,Neutral
4731,Do yourself and others a big favour and get the CovidTracker 🇮🇪,Tue Jul 07 09:06:49 +0000 2020,Neutral
4732,@DonnellyStephen @LeoVaradkar Please publish the source code of the App. The commercially sensitive pieces can be r… ,Tue Jul 07 09:06:46 +0000 2020,Neutral
4733,Just downloaded the Covid tracker app. All very straightforward. CovidTracker ,Tue Jul 07 09:06:46 +0000 2020,Positive
4734,"@SouthernCross_Q: HCQ+ saves lives.

Surely denying its use amounts to Murder 1?

@ScottMorrisonMP 

CovidVic COVID19 CovidTracker a…",Tue Jul 07 09:06:27 +0000 2020,Positive
4735,@kryaners: Ireland’s CovidTracker is now live. Download at ,Tue Jul 07 09:05:48 +0000 2020,Neutral
4736,@rodericogorman: The @HSELive CovidTracker app is live from today. Download it to help keep us all more safe. dubw ,Tue Jul 07 09:05:41 +0000 2020,Positive
4737,"Yesterday there were approx 3,000 check ins when I logged on. This morning there is 88,000. Keep downloading it and… ",Tue Jul 07 09:05:38 +0000 2020,Neutral
4738,@rodericogorman: The @HSELive CovidTracker app is live from today. Download it to help keep us all more safe. dubw ,Tue Jul 07 09:05:35 +0000 2020,Positive
4739,Installed CovidTracker and would urge everyone to do so.,Tue Jul 07 09:04:35 +0000 2020,Neutral
4740,@rodericogorman: The @HSELive CovidTracker app is live from today. Download it to help keep us all more safe. dubw ,Tue Jul 07 09:04:35 +0000 2020,Positive
4741,"Remember to download Ireland's CovidTracker ContactTracing App here👇 
",Tue Jul 07 09:04:12 +0000 2020,Neutral
4742,"@NearForm: We’re delighted to have helped @HSELive and @roinnslainte build the CovidTracker Ireland app, and to play a part in Ireland’…",Tue Jul 07 09:04:03 +0000 2020,Positive
4743,"@TheKavOfficial: Just downloaded the CovidTracker
I hear a lot of concerns about this, but for me none of them outweigh the potential b…",Tue Jul 07 09:03:21 +0000 2020,Neutral
4744,CovidTracker covid19 coronavirus Ireland StaySafe InThisTogether ,Tue Jul 07 09:03:09 +0000 2020,Neutral
4745,"@FineGael: Things to do this morning:

✅ Cup of tea or coffee
✅ Start your day
✅ Download the CovidTracker app

Find out more: ",Tue Jul 07 09:03:09 +0000 2020,Positive
4746,We’re in this together. CovidTracker ,Tue Jul 07 09:02:55 +0000 2020,Neutral
4747,"COVIDTracker installed and activated. 

The more people that use this, the more efficient contract tracing will be… ",Tue Jul 07 09:02:51 +0000 2020,Positive
4748,Join CovidTracker Ireland to fight against COVID-19 ,Tue Jul 07 09:02:37 +0000 2020,Neutral
4749,"Like most of us in 2020, I wilfully forego my data privacy for apps and services with much less social value. We ne… ",Tue Jul 07 09:02:16 +0000 2020,Neutral
4750,Oh no if I download the CovidTracker the government will know all my personal info.....someone please tell me what… ,Tue Jul 07 09:01:33 +0000 2020,Neutral
4751,"Done!
CovidTracker COVID19 ",Tue Jul 07 09:01:21 +0000 2020,Neutral
4752,"@pjbarry: Downloaded and all set up. Anything we can do to help each other, I’m all onboard for. COVID19 covidtracker",Tue Jul 07 09:01:20 +0000 2020,Neutral
4753,@rodericogorman: The @HSELive CovidTracker app is live from today. Download it to help keep us all more safe. dubw ,Tue Jul 07 09:01:18 +0000 2020,Positive
4754,"We’ve downloaded the app! Very simple- takes 2 minutes and will help protect us all. 
CovidTracker COVIDー19… ",Tue Jul 07 09:00:59 +0000 2020,Neutral
4755,"@kencurtin: In the least surprising news ever most of the sane, sensible people I follow on here seem to have already downloaded CovidT…",Tue Jul 07 09:00:52 +0000 2020,Positive
4756,"@NearForm: We’re delighted to have helped @HSELive and @roinnslainte build the CovidTracker Ireland app, and to play a part in Ireland’…",Tue Jul 07 09:00:39 +0000 2020,Positive
4757,@kencurtin: Take it as read you already have apps on your phone that have far more access to your data than CovidTracker does. This is…,Tue Jul 07 09:00:13 +0000 2020,Positive
4758,@WaterfordAmb: Great to see a Waterford company @NearForm @Cianomaidin involved in the development of the CovidTracker app for Irelan…,Tue Jul 07 09:00:01 +0000 2020,Very Positive
4759,@kencurtin But can we trust @HSELive and don’t answer FOIs and Data Subject Access Requests as they are compelled t… ,Tue Jul 07 08:59:44 +0000 2020,Neutral
4760,@HSELive disappointed the COVID tracker app doesn’t work on my IPhone 6. I checked the @Apple IOS version available… ,Tue Jul 07 08:59:24 +0000 2020,Negative
4761,Downloaded the @HSELive  CovidTracker app to support COVID19 contract tracing efforts. Available to download and… ,Tue Jul 07 08:59:12 +0000 2020,Positive
4762,"@Choccus80: I downloaded the CovidTracker App, it can only help. I really don't think anyone in government cares if I shop in Tesco or…",Tue Jul 07 08:59:08 +0000 2020,Neutral
4763,,Tue Jul 07 08:58:44 +0000 2020,Neutral
4764,Love the “Great to hear” thumbs up but cannot help thinking the app should be “delighted to hear that”… ,Tue Jul 07 08:58:40 +0000 2020,Positive
